,jrk_template,phylum,class,order,family,genus,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
128,jrk09602,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Brauniellula,,ectomycorrhizal,,mycoparasite_partly,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,gasteroid,closed,long-distance,/suillus-rhizopogon,,
129,jrk01729,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Chroogomphus,,ectomycorrhizal,,mycoparasite_partly,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,gills,long-distance,/suillus-rhizopogon,,
130,jrk02344,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Cystogomphus,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,gills,long-distance,/suillus-rhizopogon,,
131,jrk03502,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius,,ectomycorrhizal,,mycoparasite_partly,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,gills,long-distance,/suillus-rhizopogon,,
132,jrk03504,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphogaster,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,gasteroid,closed,long-distance,/suillus-rhizopogon,,
133,jrk03610,Basidiomycota,Agaricomycetes,Boletales,Gyrodontaceae,Gyrodon,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/paxillus-gyrodon,,
134,jrk06103,Basidiomycota,Agaricomycetes,Boletales,Gyrodontaceae,Paragyrodon,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/paxillus-gyrodon,,
135,jrk03619,Basidiomycota,Agaricomycetes,Boletales,Gyroporaceae,Gyroporus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/pisolithus-scleroderma,,
136,jrk00251,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Alpova,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,long-distance,/paxillus-gyrodon,,
137,jrk05021,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Melanogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,long-distance,/paxillus-gyrodon,,
138,jrk03890,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Hoehnelogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/paxillus-gyrodon,,
139,jrk05565,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Neoalpova,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,long-distance,/paxillus-gyrodon,,
140,jrk06253,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Paxillus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,long-distance,/paxillus-gyrodon,,
141,jrk06645,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/pisolithus-scleroderma,,
142,jrk09605,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,gasteroid,closed,long-distance,/suillus-rhizopogon,,
143,jrk01705,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Chlorogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/pisolithus-scleroderma,,
144,jrk02060,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Corditubera,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/pisolithus-scleroderma,,
145,jrk03140,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Favillea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/pisolithus-scleroderma,,
146,jrk03910,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Horakiella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/pisolithus-scleroderma,,
147,jrk07883,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/pisolithus-scleroderma,,
148,jrk09606,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Veligaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/pisolithus-scleroderma,,
149,jrk00833,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Austropaxillus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,long-distance,/austropaxillus,,
150,jrk03600,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Gymnopaxillus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/austropaxillus,,
151,jrk09604,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Boletinus,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,poroid,long-distance,/suillus-rhizopogon,,
152,jrk09607,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Fuscoboletinus,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,poroid,long-distance,/suillus-rhizopogon,,
153,jrk07253,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Psiloboletinus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/suillus-rhizopogon,,
154,jrk09608,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Rhopalogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,long-distance,/suillus-rhizopogon,,
155,jrk08511,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,poroid,long-distance,/suillus-rhizopogon,,
156,jrk09081,Basidiomycota,Agaricomycetes,Boletales,Truncocolumellaceae,Truncocolumella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,long-distance,/suillus-rhizopogon,,
157,jrk01472,Basidiomycota,Agaricomycetes,Agaricales,Biannulariaceae,Catathelasma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,mat,/catathelasma,,
158,jrk06568,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Phyllobolites,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,mat,/ramaria-gautieria,,
159,jrk01838,Basidiomycota,Agaricomycetes,Gomphales,Clavariadelphaceae,Clavariadelphus,,litter_saprotroph,,ectomycorrhizal_several_species_(large_fruit_bodies),,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,mat,/clavariadelphus,,
160,jrk02512,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Destuntzia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/ramaria-gautieria,,
161,jrk03344,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Gautieria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/ramaria-gautieria,,
162,jrk03441,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Gloeocantharellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,smooth,mat,/ramaria-gautieria,,
163,jrk03505,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Gomphus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,smooth,mat,/ramaria-gautieria,,
164,jrk06954,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Protogautieria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/ramaria-gautieria,,
165,jrk07083,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Pseudogomphus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,smooth,mat,/ramaria-gautieria,,
166,jrk07433,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,,ectomycorrhizal,,litter_saprotroph_10%_species_(early_lineages_with_small_fruit_bodies),,,,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,mat,/ramaria-gautieria,,
167,jrk09119,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Turbinellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,mat,/ramaria-gautieria,,
168,jrk00826,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Austrogautieria,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
169,jrk03318,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Gallacea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
170,jrk03643,Basidiomycota,Agaricomycetes,Hysterangiales,Gallaceaceae,Hallingea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
171,jrk00598,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Aroramyces,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
172,jrk01786,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Circulocolumella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
173,jrk01823,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Clathrogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
174,jrk04076,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
175,jrk06499,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Phlebogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
176,jrk00381,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Andebbia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
177,jrk01465,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Castoreum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
178,jrk01717,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Chondrogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
179,jrk03576,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Gummiglobus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
180,jrk03577,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Gummivena,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
181,jrk04889,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Malajczukia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
182,jrk05098,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Mesophellia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
183,jrk05797,Basidiomycota,Agaricomycetes,Hysterangiales,Mesophelliaceae,Nothocastoreum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
184,jrk06457,Basidiomycota,Agaricomycetes,Hysterangiales,Phallogastraceae,Phallogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,mat,/hysterangium,,
185,jrk00909,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Bankera,synonym of Phellodon,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,mat,/phellodon-bankera,,
186,jrk01094,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Boletopsis,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,mat,/boletopsis,,
187,jrk03977,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,mat,/hydnellum-sarcodon,,
188,jrk07787,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Sarcodon,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,mat,/hydnellum-sarcodon,,
189,jrk06471,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Phellodon,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,mat,/phellodon-bankera,,
190,jrk09587,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Gigasperma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,
191,jrk03580,Basidiomycota,Agaricomycetes,Agaricales,Callistosporiaceae,Guyanagarika,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/guyanagarica_(/agaricales1),,
192,jrk00825,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Austrogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,
193,jrk02100,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,
194,jrk09537,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cuphocybe,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,
195,jrk09538,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Dermocybe,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,
196,jrk06955,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Protoglossum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,
197,jrk07389,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Quadrispora,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,
198,jrk08384,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Stephanopus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,
199,jrk09541,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_fringe,/cortinarius,,
200,jrk04836,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,,ectomycorrhizal,,soil_saprotroph_ca_25%_of_species,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/paralyophyllum,,
201,jrk06908,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Porpoloma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/porpoloma,,
202,jrk08985,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/tricholoma,,
203,jrk00319,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Amphinema,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/amphinema-tylospora,,
204,jrk01271,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Byssocorticium,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/byssocorticium,,
205,jrk06623,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/piloderma,,
206,jrk08948,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tretomyces,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/piloderma,,
207,jrk08105,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales family incertae sedis,Sistotrema,,litter_saprotroph,,ectomycorrhizal_many_species,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/cantharellus,,
208,jrk02963,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,soil_saprotroph,unspecified_symbiotroph,CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species,root-associated,root-associated,roots,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,
209,jrk01409,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/cantharellus,,
210,jrk03988,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,medium-distance_smooth,/cantharellus,,
211,jrk00178,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Albatrellopsis,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,medium-distance_smooth,/albatrellus,,
212,jrk00179,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Albatrellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,medium-distance_smooth,/albatrellus,,
213,jrk01278,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Byssoporia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,poroid,medium-distance_smooth,/albatrellus,,
214,jrk09638,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Fevansia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_smooth,/albatrellus,,
215,jrk04654,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Leucogaster,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_smooth,/albatrellus,,
216,jrk04661,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Leucophleps,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_smooth,/albatrellus,,
217,jrk05397,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Mycolevis,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,medium-distance_smooth,/albatrellus,,
218,jrk06862,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Polyporoletus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,medium-distance_smooth,/albatrellus,,
219,jrk07937,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Scutiger,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,medium-distance_smooth,/albatrellus,,
220,jrk04429,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/russula-lactarius,,
221,jrk04430,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactifluus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/russula-lactarius,,
222,jrk06856,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Polyozellus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,medium-distance_smooth,/pseudotomentella,,
223,jrk07228,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Pseudotomentella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/pseudotomentella,,
224,jrk07622,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Riessia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,
225,jrk07623,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Riessiella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,
226,jrk08781,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,medium-distance_smooth,/tomentella-thelephora,,
227,jrk08875,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,
228,jrk08877,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentellopsis,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentellopsis,,
229,jrk01521,Ascomycota,Dothideomycetes,Gloniales,Gloniaceae,Cenococcum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,None,none,short-distance_coarse,/cenococcum,,
230,jrk00341,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Amylascus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/pachyphloeus-amylascus,,
231,jrk01466,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Cazia,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/terfezia-peziza_depressa,,
232,jrk09929,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Glischroderma,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_coarse,/pachyphloeus-amylascus,,
233,jrk09930,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Hydnoplicata,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/terfezia-peziza_depressa,,
234,jrk04823,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Luteoamylascus,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/pachyphloeus-amylascus,,
235,jrk09931,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Muciturbo,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/terfezia-peziza_depressa,,
